Image,L2CA,L2CD L2CH L2CV,Energy,Original std,Original mean,cA5 std,cA5 mean,cD5 std,cD5 mean,cD4 mean,cD4 std,cD3 mean,cD3 std,cD2 mean,cD2 std,cD1 mean,cD1 std,Class
Extract1.bmp,68243.902473499,7172.37479147335,419.94253183153,98.9983509944546,163.161657142857,357.152357176757,925.397522396199,174.957662469742,-0.862287824506547,128.58688743117,2.43430558863825,145.056309809099,-0.151797930814497,65.4329588503446,0.019661649489812,16.3708740905174,0.072293210313123,Live
Extract1.png,70777.8630447713,5391.68608281249,237.308398494644,110.046101940833,163.6232,570.400975655214,927.995007432111,127.321738789368,0.809177181396369,78.3100020411797,1.45607588695343,62.5093373076605,-0.066822185709028,42.8051429482383,0.037857278284944,13.6776485965273,0.01948442264228,Fake
Extract10.bmp,65352.0989406296,10174.0921976735,844.997159565387,78.6586676883251,167.900873469388,172.645014846039,950.301619974647,143.303312739213,1.0986882864363,140.544905676645,0.206675608994434,128.955016859227,-0.129088835842964,54.4258046628201,0.075122532606372,33.7306449362981,0.253888767999883,Live
Extract10.png,72815.4843911259,4495.79424414626,164.997272536315,108.444778936213,171.576791836735,565.286260388895,972.778207088363,125.716203099204,-1.72738891144264,78.7568049453651,-1.06024296817692,63.1033342959437,-0.046209079312925,34.9710946332399,0.046693337293466,11.9149457142889,0.014901889591936,Fake
Extract100.bmp,67281.7494343461,9727.37937644988,772.42375129292,67.9934044573067,178.263297959184,157.963748354811,1007.37836928119,150.563752728424,-2.04110343421255,155.202939378004,0.569716479648048,74.9043637101477,-0.011154004368648,39.8984449306692,-0.088615170180383,32.8287322306901,0.079087204504208,Live
Extract100.png,70583.53074684,4533.48972611186,167.775747728668,109.245276421,163.261697959184,575.574240148493,925.959547428337,123.502827180196,-0.768884263846194,72.0697526747239,-0.218852669436229,51.2526612480669,0.109047987247821,37.2842331656251,0.001771257186639,13.559676269882,-0.027956914478417,Fake
Extract1000.bmp,74536.7377915868,10902.8684952135,970.388093256477,69.6624183229302,199.646816326531,166.23081233248,1129.98650731438,183.005465245239,2.43969931134839,142.192535478379,0.296615354287597,77.4596123560279,-0.081532321565802,43.2891407266052,-0.092677294057,30.1755020854194,-0.083089992020302,Live
Extract1000.png,68667.9479976887,5890.14064420489,283.214341293995,100.141976111559,163.764359183673,456.388366580632,928.789075296648,138.211104850651,1.51187167250092,123.949340303855,-2.98378551819308,105.607484507089,0.097600003523013,41.4900513173947,0.057760507865004,16.6500619177089,0.017037326907584,Fake
Extract1001.bmp,60112.4393004093,8427.29903901359,579.74995177926,71.3870159914481,154.080285714286,166.313978214311,873.864452894852,133.641772201068,-4.02491845165653,155.238039055117,-0.425009623154513,108.657730921305,0.237808881554217,38.0560666545816,0.008725091704757,26.5565755783791,0.03703926250965,Live
Extract1001.png,70346.9305169066,6058.15051941774,299.601532374869,105.992265405198,165.545093877551,504.931094919124,938.816160282639,145.877935802039,-4.3321588036952,98.9165199037585,0.986035593810026,95.1372603135589,-0.550403678911658,53.0173262733059,-0.019639568897121,17.2959637549119,0.005332821836932,Fake
